assembly_accession	marker	protein_accession	mapping	candidate_count	sequence_sha256	original_header
GCF_002970915.1	MreC	WP_105451256.1	unique_exact_sequence	1	53469487af8c49cb7a56126e9cf3af6a8b50cea2ba0ca96547c505a74dd57ff2	WP_105451256.1 rod shape-determining protein MreC [Lactiplantibacillus koreensis]
GCF_000468955.1	MreC	WP_011677272.1	unique_exact_sequence	1	c9ac2e283466b41b13de8c96b19c88ddbdfe2d9b802c74a601d119a65233d40d	WP_011677272.1 MULTISPECIES: rod shape-determining protein MreC [Lactococcus]
GCF_903886475.1	NifU_N	WP_041828109.1	unique_exact_sequence	1	bbfabf9d9654fe4fb8c784cd4b480ad924da9113c0d14e305f2924de15cec4ca	WP_041828109.1 Fe-S cluster assembly sulfur transfer protein SufU [Streptococcus thermophilus]
GCF_002970915.1	NifU_N	WP_105451580.1	unique_exact_sequence	1	dc36b9f286dafb1054dc8b680b16d847cf31d61edd3209dd59136c413bdf9f78	WP_105451580.1 Fe-S cluster assembly sulfur transfer protein SufU [Lactiplantibacillus koreensis]
GCF_000468955.1	NifU_N	WP_011676796.1	unique_exact_sequence	1	4e3f0b8f10c7ce4eb5b59209d6e4deb52fa9abd954ce5f4c146dc760a6e6e961	WP_011676796.1 Fe-S cluster assembly sulfur transfer protein SufU [Lactococcus cremoris]
GCF_903886475.1	NusG	WP_002883644.1	unique_exact_sequence	1	bcfc02aa3c365c397fb6ddcf5086d8d3e522b641bf8d414abea0c2d761acb700	WP_002883644.1 MULTISPECIES: transcription termination/antitermination protein NusG [Bacillota]
GCF_002970915.1	NusG	WP_105449852.1	unique_exact_sequence	1	010e861c4e8ebca0f79bdcb7dccce3ab25e4c5f311baf3c1e6cb8b36000af808	WP_105449852.1 MULTISPECIES: transcription termination/antitermination protein NusG [Lactiplantibacillus]
GCF_000468955.1	NusG	WP_011677166.1	unique_exact_sequence	1	eced867307d60d2939ca5ab2d10e81d8135dbc272e928b4240a021bf0d921a06	WP_011677166.1 MULTISPECIES: transcription termination/antitermination protein NusG [Lactococcus]
GCF_903886475.1	OSCP	WP_011225595.1	unique_exact_sequence	1	93cee2493f6fae28163d0acd4edabda13668c10c6d51ff807703e3156f50237c	WP_011225595.1 F0F1 ATP synthase subunit delta [Streptococcus thermophilus]
GCF_002970915.1	OSCP	WP_105451296.1	unique_exact_sequence	1	409fa0a9e7b941ece1df71ab631422a5a16b485a133ce8903ccf9b233f1496b7	WP_105451296.1 ATP synthase F1 subunit delta [Lactiplantibacillus koreensis]
GCF_000468955.1	OSCP	WP_014572213.1	unique_exact_sequence	1	85417ed74313fd6537bfbc7f6c5e17f7741f8c74d1dbb916a79e3c1bba8442f1	WP_014572213.1 F0F1 ATP synthase subunit delta [Lactococcus cremoris]
GCF_903886475.1	PGI	WP_011680683.1	unique_exact_sequence	1	b4431c3579c77d95ecb56ee2e2dd39581751eb9d40647e61b8cf29560ec3f8de	WP_011680683.1 MULTISPECIES: glucose-6-phosphate isomerase [Streptococcus]
GCF_002970915.1	PGI	WP_105448828.1	unique_exact_sequence	1	1a817d235157093439dcb88bdc2430b58d2761dcb0c7916843015947e5cc300c	WP_105448828.1 MULTISPECIES: glucose-6-phosphate isomerase [Lactiplantibacillus]
GCF_000468955.1	PGI	WP_010906353.1	unique_exact_sequence	1	c3502b8a53ac9317761101c181e46fcd180305348e39dd7e5f8ea2c09b281e51	WP_010906353.1 MULTISPECIES: glucose-6-phosphate isomerase [Lactococcus]
GCF_903886475.1	PGK	WP_011226568.1	unique_exact_sequence	1	44435870f4afc3ce9c06614417e1398bf87d152e79d87e3a65b6af713e01b03f	WP_011226568.1 phosphoglycerate kinase [Streptococcus thermophilus]
GCF_002970915.1	PGK	WP_105449944.1	unique_exact_sequence	1	9b246f03bd55b145ea77fa60378e85b9ba836d85c180ea4e5ed34202705a292f	WP_105449944.1 MULTISPECIES: phosphoglycerate kinase [Lactiplantibacillus]
GCF_000468955.1	PGK	WP_011675278.1	unique_exact_sequence	1	db6ce6604eead84670debf9b13421d74bfaf8794cbb8927a2cc3fea8d739aa77	WP_011675278.1 phosphoglycerate kinase [Lactococcus cremoris]
GCF_903886475.1	Pept_tRNA_hydro	WP_002948591.1	unique_exact_sequence	1	25ad1812280487d7b132939500b58a5ec02d90bb12c5071a39821e0b55fe34b1	WP_002948591.1 MULTISPECIES: aminoacyl-tRNA hydrolase [Streptococcus]
GCF_002970915.1	Pept_tRNA_hydro	WP_105452271.1	unique_exact_sequence	1	e1fd01eb0a5a529afc87573fa09438d994f132086893678f236a1f532ce1c297	WP_105452271.1 aminoacyl-tRNA hydrolase [Lactiplantibacillus koreensis]
GCF_000468955.1	Pept_tRNA_hydro	WP_003132167.1	unique_exact_sequence	1	a389e85bbbc00b8facc2e85fb6904ca59d2ac9a7b42bc78fba71f52fa9a61ea4	WP_003132167.1 MULTISPECIES: aminoacyl-tRNA hydrolase [Lactococcus]
GCF_903886475.1	Peptidase_A8	WP_002946082.1	unique_exact_sequence	1	fc59d5dcbc0367a143abcd62d1eca6f52bacc15b2cfc3406687f7aabea82efa1	WP_002946082.1 MULTISPECIES: signal peptidase II [Streptococcus]
GCF_002970915.1	Peptidase_A8	WP_105450716.1	unique_exact_sequence	1	5845fb40e339aa9f2f925181a7e27cdcb4464c88830b6e59dd4f211596d2e450	WP_105450716.1 signal peptidase II [Lactiplantibacillus koreensis]
GCF_000468955.1	Peptidase_A8	WP_021037119.1	unique_exact_sequence	1	09a38f73a87524068cf2427e794e41c300e2ace8fc6a865ea29eb5c25d0d65f4	WP_021037119.1 MULTISPECIES: signal peptidase II [Lactococcus]
GCF_903886475.1	Prenyltransf	WP_002949314.1	unique_exact_sequence	1	4aa73492a282d21d9d0cd85270a3fecb2abb7fa2b2d868a07f4fc1f5f2391470	WP_002949314.1 MULTISPECIES: isoprenyl transferase [Streptococcus]
GCF_002970915.1	Prenyltransf	WP_105450985.1	unique_exact_sequence	1	d6cc181921173f5bab47c8b33cd093acde5c834b7ad605793d9062b77a3bc99e	WP_105450985.1 undecaprenyl pyrophosphate synthase [Lactobacillus sp. CBA3605]
GCF_000468955.1	Prenyltransf	WP_011836054.1	unique_exact_sequence	1	b2b09c0309a30effaa6ffee38ff783b195fd62ca99d19d92824b32bda88247cb	WP_011836054.1 MULTISPECIES: isoprenyl transferase [Lactococcus]
GCF_903886475.1	Queuosine_synth	WP_011226968.1	unique_exact_sequence	1	2f7bea6982bd2b8977ffe15bff2c2ae2f2ea55fe5ee1a28f1b70ed301927f3e4	WP_011226968.1 tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA [Streptococcus thermophilus]
GCF_002970915.1	Queuosine_synth	WP_105451237.1	unique_exact_sequence	1	08b05fe8df952ba7ed639cf505384e096bcecf7549c605728611467879a48f3a	WP_105451237.1 tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA [Lactiplantibacillus koreensis]
GCF_000468955.1	Queuosine_synth	WP_021037544.1	unique_exact_sequence	1	da2102058ca540f3914c21b54dde9298879072acde7daec5c0a88c55a4a16c37	WP_021037544.1 tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA [Lactococcus cremoris]
GCF_903886475.1	RBFA	WP_002949692.1	unique_exact_sequence	1	7d18980d6a3fafd6cf4e87e32e21cc1d8595cfaaaaf2902b5c8764ed37525207	WP_002949692.1 MULTISPECIES: 30S ribosome-binding factor RbfA [Streptococcus]
GCF_002970915.1	RBFA	WP_105448539.1	unique_exact_sequence	1	846c61c951d649de6075214ddca0214fb0b84e52879c8f518bec0c74b79482e9	WP_105448539.1 MULTISPECIES: 30S ribosome-binding factor RbfA [Lactiplantibacillus]
GCF_000468955.1	RBFA	WP_011675738.1	unique_exact_sequence	1	3e190149d1ea7ba63648c54af2f2d9cf75d8fa9897c065342d04fe0a0f75dcd7	WP_011675738.1 MULTISPECIES: 30S ribosome-binding factor RbfA [Lactococcus]
GCF_903886475.1	RNA_pol_L	WP_002952135.1	unique_exact_sequence	1	3edc59d401fd308b0b32ba66b52de0cd9a6ef91ec9f43aa53c0c2190047a8be3	WP_002952135.1 MULTISPECIES: DNA-directed RNA polymerase subunit alpha [Streptococcus]
GCF_002970915.1	RNA_pol_L	WP_105452536.1	unique_exact_sequence	1	c57a36b5a476f482d4932427bd0fb386991a701ecee77c86dff7ab27742c7de2	WP_105452536.1 DNA-directed RNA polymerase subunit alpha [Lactiplantibacillus koreensis]
GCF_000468955.1	RNA_pol_L	WP_003130557.1	unique_exact_sequence	1	12ec598fc726c2228cb8394d19fcdb80bc2b587b543f603a2e56bb494cff598f	WP_003130557.1 MULTISPECIES: DNA-directed RNA polymerase subunit alpha [Lactococcus]
GCF_903886475.1	RNA_pol_Rpb6	WP_002951415.1	unique_exact_sequence	1	aaeb6ea5fe718e660e93be4d0039656780170ea0982411fe814811fedfefab70	WP_002951415.1 MULTISPECIES: DNA-directed RNA polymerase subunit omega [Streptococcus]
GCF_000468955.1	RNA_pol_Rpb6	WP_021037838.1	unique_exact_sequence	1	044bffdd93dd5e0242fce450b4014c0867faf47aefd7690cb5849d6744590bd2	WP_021037838.1 DNA-directed RNA polymerase subunit omega [Lactococcus cremoris]
GCF_903886475.1	RRF	WP_011225565.1	unique_exact_sequence	1	1b3a0c2cef7f25bf76e41b253a81ff5e0dbcd335bfa3aa3b02d341171d82f6b8	WP_011225565.1 ribosome recycling factor [Streptococcus thermophilus]
GCF_002970915.1	RRF	WP_105450987.1	unique_exact_sequence	1	9fca4ef78367d140a9b3103ad50e675d4350e2efe91de0a4a7bfea2eb986caea	WP_105450987.1 ribosome recycling factor [Lactiplantibacillus koreensis]
GCF_000468955.1	RRF	WP_011677081.1	unique_exact_sequence	1	ca2e0156da5d4d1b14ba4b496ada99a137e51066bbb743bacc4bf17aff29cf36	WP_011677081.1 MULTISPECIES: ribosome recycling factor [Lactococcus]
GCF_903886475.1	RecO_C	WP_002946256.1	unique_exact_sequence	1	212ffe2179b18994921347674bafe6fffdd04522d9fcca44646ed34fc0669aa4	WP_002946256.1 MULTISPECIES: DNA repair protein RecO [Streptococcus]
GCF_002970915.1	RecO_C	WP_105452816.1	unique_exact_sequence	1	b5b3a26f7ff9ced95807d7d29ea4fc7968860548bd444dc5688f134f072dc8f5	WP_105452816.1 DNA repair protein RecO [Lactiplantibacillus koreensis]
GCF_000468955.1	RecO_C	WP_011834171.1	unique_exact_sequence	1	01737c90d0e6dfe9ed0f0b2d5abfdbd707e44263b7118348b019fe98796406a6	WP_011834171.1 DNA repair protein RecO [Lactococcus cremoris]
GCF_903886475.1	RecX	WP_002949763.1	unique_exact_sequence	1	c5376d99e7f6a5b2cee61edf6aa8242611d76600f7376b4885b1468b04fca2a9	WP_002949763.1 recombination regulator RecX [Streptococcus thermophilus]
GCF_002970915.1	RecX	WP_105452628.1	unique_exact_sequence	1	e0bc7f23dc11dd6f9d9ca90a2dfda830afe51f29cb09d8015bd2a7efda7ea46b	WP_105452628.1 recombination regulator RecX [Lactiplantibacillus koreensis]
GCF_000468955.1	RecX	WP_014573386.1	unique_exact_sequence	1	abd994d93a57cf1cf1de8dfc3f6b1ecae72ec4e7d5feef6776d54ede5d62e501	WP_014573386.1 recombination regulator RecX [Lactococcus cremoris]
GCF_903886475.1	Ribonuclease_P	WP_002953528.1	unique_exact_sequence	1	59c14b2669e20c53bb2dce86e6b3ac6114504b2d59bb186e3e2211e3dfb9ae2f	WP_002953528.1 ribonuclease P protein component [Streptococcus thermophilus]
GCF_002970915.1	Ribonuclease_P	WP_105449465.1	unique_exact_sequence	1	1ba4fec6db6219ab526ca32af16f349d228d5df41ef008afdd035c9f7843b329	WP_105449465.1 MULTISPECIES: ribonuclease P protein component [Lactiplantibacillus]
GCF_000468955.1	Ribonuclease_P	WP_011675185.1	unique_exact_sequence	1	64be83b69ab7bc47969ef9be5e1ae7ed9d63465a4bc9949f25d8239afe63bfa7	WP_011675185.1 ribonuclease P protein component [Lactococcus cremoris]
GCF_903886475.1	Ribosom_S12_S23	WP_002884809.1	unique_exact_sequence	1	72e97f79fda84b4b191f41bd6564c76a3fb7834be026b3cdc18407b55c52ced6	WP_002884809.1 MULTISPECIES: 30S ribosomal protein S12 [Streptococcus]
GCF_002970915.1	Ribosom_S12_S23	WP_105450093.1	unique_exact_sequence	1	4004e11d2a5910368ffea7189c665b5abc7d5460ac3d2230cdb703de57da1a5c	WP_105450093.1 MULTISPECIES: 30S ribosomal protein S12 [Lactiplantibacillus]
GCF_000468955.1	Ribosom_S12_S23	WP_003129874.1	unique_exact_sequence	1	d599be85f423607fc35fb19ce447cbab9023d87a4923c6db95f846edbe63f6a4	WP_003129874.1 MULTISPECIES: 30S ribosomal protein S12 [Bacilli]
GCF_903886475.1	Ribosomal_L13	WP_002886374.1	unique_exact_sequence	1	634d0b56d1fb0171c8c28d19bc3c288ccd0ef1c195b85e07503a589c8c235461	WP_002886374.1 MULTISPECIES: 50S ribosomal protein L13 [Lactobacillales]
GCF_002970915.1	Ribosomal_L13	WP_105448047.1	unique_exact_sequence	1	8cc1a84b914de8e18f2239ea00a5dedaa7174e77bc3367995ae41a6f4dbe134d	WP_105448047.1 MULTISPECIES: 50S ribosomal protein L13 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_L13	WP_010906417.1	unique_exact_sequence	1	3615977c19f29ac29f4b79ab8cb6d31eba5ca5249469118ce6333c9abad1b0fc	WP_010906417.1 MULTISPECIES: 50S ribosomal protein L13 [Lactococcus]
GCF_903886475.1	Ribosomal_L14	WP_002952155.1	unique_exact_sequence	1	5fa46be90512dfafa89e02dafb341f38c260652a10578375785346027d3f1ccd	WP_002952155.1 MULTISPECIES: 50S ribosomal protein L14 [Streptococcus]
GCF_002970915.1	Ribosomal_L14	WP_105448023.1	unique_exact_sequence	1	985c003532ca4a3ac6d8596c875728eb9eab9c18cb4868e7ace2b99ab9a904fa	WP_105448023.1 MULTISPECIES: 50S ribosomal protein L14 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_L14	WP_003129953.1	unique_exact_sequence	1	e30c430b7a39d45cda572ab54fee72537b3ade74aaa97d2f6ba18c76560ba7f5	WP_003129953.1 MULTISPECIES: 50S ribosomal protein L14 [Lactococcus]
GCF_903886475.1	Ribosomal_L16	WP_011226664.1	unique_exact_sequence	1	1bdbbd961c43ae90ef216c183fd7222628e9a8e9ce344f70156e279b6767d22b	WP_011226664.1 50S ribosomal protein L16 [Streptococcus thermophilus]
GCF_002970915.1	Ribosomal_L16	WP_105448021.1	unique_exact_sequence	1	41ee51c34cb478e6bdf5b502b5bb8347b8ca26dad03030056e222b23e914d735	WP_105448021.1 MULTISPECIES: 50S ribosomal protein L16 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_L16	WP_011677158.1	unique_exact_sequence	1	60683705a07773a82e4d57303be071c36cc110faba1ccafbc18987dfc9a0e589	WP_011677158.1 MULTISPECIES: 50S ribosomal protein L16 [Lactococcus]
GCF_903886475.1	Ribosomal_L17	WP_002952134.1	unique_exact_sequence	1	a0c613797ca5ff5fb0bf1ad0a44c39ffb62c537a0e531fa7279bf90f136c18db	WP_002952134.1 MULTISPECIES: 50S ribosomal protein L17 [Streptococcus]
GCF_002970915.1	Ribosomal_L17	WP_105448037.1	unique_exact_sequence	1	65ff42239e731d689e20afab4c0e0efb71f26ad68188955f9b671aaec6198a3f	WP_105448037.1 MULTISPECIES: 50S ribosomal protein L17 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_L17	WP_003130558.1	unique_exact_sequence	1	a8cd186f4b720ac1e96109d393787a6de314efc0f23584505c7e43ee5549b553	WP_003130558.1 MULTISPECIES: 50S ribosomal protein L17 [Lactococcus]
GCF_903886475.1	Ribosomal_L18p	WP_002946169.1	unique_exact_sequence	1	e71af2dd9b1e5c9a8def307ee0e786f91ca2c6c8e44482e9206813ea2df9c426	WP_002946169.1 MULTISPECIES: 50S ribosomal protein L18 [Streptococcus]
GCF_002970915.1	Ribosomal_L18p	WP_304466361.1	unique_exact_sequence	1	5081056646d8211266daa8623f09a2d7ec146e23f64410814449b2a843564675	WP_304466361.1 MULTISPECIES: 50S ribosomal protein L18 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_L18p	WP_011677153.1	unique_exact_sequence	1	053bb50fdb7465f4e50aebab1f5da9edc6d48014fb8d6495a9170a9ebabc9fdd	WP_011677153.1 50S ribosomal protein L18 [Lactococcus cremoris]
GCF_903886475.1	Ribosomal_L19	WP_002950935.1	unique_exact_sequence	1	2c7ad5f3e1d69c634f5cb4a3d4457ab656a128acf57756a7a9774329bfb3d8f3	WP_002950935.1 MULTISPECIES: 50S ribosomal protein L19 [Streptococcus]
GCF_002970915.1	Ribosomal_L19	WP_105450629.1	unique_exact_sequence	1	c1107082e4afcb4257bb48b8ac624b7e6d574d429ad4d461c6b3b381961e232c	WP_105450629.1 50S ribosomal protein L19 [Lactiplantibacillus koreensis]
GCF_000468955.1	Ribosomal_L19	WP_011675838.1	unique_exact_sequence	1	1d28295e98af651c48fb08794f06095438803063d2a3e93adb3c45bffbedc599	WP_011675838.1 MULTISPECIES: 50S ribosomal protein L19 [Lactococcus]
GCF_903886475.1	Ribosomal_L1	WP_002946412.1	unique_exact_sequence	1	1f0c1ccf60b70d29b61fbdfb2e4e56138180ea5e274bfdc54427d89fe5a8c72d	WP_002946412.1 MULTISPECIES: 50S ribosomal protein L1 [Streptococcus]
GCF_002970915.1	Ribosomal_L1	WP_105449855.1	unique_exact_sequence	1	e688d09e1b9ee7a15d9e4c2e86a924ec715ac1b6a29412f94dbf54a85c862590	WP_105449855.1 MULTISPECIES: 50S ribosomal protein L1 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_L1	WP_011677073.1	unique_exact_sequence	1	621b8b1bbdb0de6497d2fb55aa5694352477805bdb41e71ee7a5592f4e27fd61	WP_011677073.1 MULTISPECIES: 50S ribosomal protein L1 [Lactococcus]
GCF_903886475.1	Ribosomal_L20	WP_002885090.1	unique_exact_sequence	1	d20ab2fbf845d80977cb0e66c05a9fdc913ab687494fd8ad0d9fcd85c4fde257	WP_002885090.1 MULTISPECIES: 50S ribosomal protein L20 [Streptococcus]
GCF_002970915.1	Ribosomal_L20	WP_105448262.1	unique_exact_sequence	1	86d8ad62c7a16287f58054a1873dd2a76ffe43986038646483ead08b108a9bc5	WP_105448262.1 MULTISPECIES: 50S ribosomal protein L20 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_L20	WP_011835750.1	unique_exact_sequence	1	eedd0459aee92b197030ae3207913c214a50fc3fbcd2deb4d10e4c0c2f99b61f	WP_011835750.1 MULTISPECIES: 50S ribosomal protein L20 [Lactococcus]
GCF_903886475.1	Ribosomal_L21p	WP_002885597.1	unique_exact_sequence	1	dccd59da8f9b5ab8068163de5e6feb2e5c6abf5354f8cadd837cefa1037f164a	WP_002885597.1 MULTISPECIES: 50S ribosomal protein L21 [Streptococcus]
GCF_002970915.1	Ribosomal_L21p	WP_105448310.1	unique_exact_sequence	1	709efaba6d63a6b7551a0db89788a5ceb22bfc3c8f83e4f67708bc724bb7bee8	WP_105448310.1 MULTISPECIES: 50S ribosomal protein L21 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_L21p	WP_003130644.1	unique_exact_sequence	1	b55f91becbaf0c53d0d76a40ac12b80581a286c460c37a3e3cc77d39e1bf53c4	WP_003130644.1 MULTISPECIES: 50S ribosomal protein L21 [Bacteria]
GCF_903886475.1	Ribosomal_L22	WP_002887063.1	unique_exact_sequence	1	5a921c1e7efc0aaefd29d1f4a544b24c1d723fa330a25a0825df0d44524f5feb	WP_002887063.1 MULTISPECIES: 50S ribosomal protein L22 [Bacillota]
GCF_002970915.1	Ribosomal_L22	WP_105448019.1	unique_exact_sequence	1	d7a66855fbc31ec10960396d8e4a0e18e96121a0746e898ae0e73202f5ae7114	WP_105448019.1 MULTISPECIES: 50S ribosomal protein L22 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_L22	WP_010906302.1	unique_exact_sequence	1	9b1a9a4b90307892a7b03138999b0b0454779ed1b3fca23c3a21c76e10c4ad25	WP_010906302.1 MULTISPECIES: 50S ribosomal protein L22 [Lactococcus]
GCF_903886475.1	Ribosomal_L23	WP_002887066.1	unique_exact_sequence	1	c6e930cde026f3e59cd01c208f3386b856b1da290cbe09a5ba9f6c2adb067f70	WP_002887066.1 MULTISPECIES: 50S ribosomal protein L23 [Streptococcus]
GCF_002970915.1	Ribosomal_L23	WP_105448016.1	unique_exact_sequence	1	8ef17a9e6bbeaef9b9deae3f6b8f8fb65a6644accdec59e5b00f6340f7c5b983	WP_105448016.1 MULTISPECIES: 50S ribosomal protein L23 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_L23	WP_011836026.1	unique_exact_sequence	1	f8d9648cd3db8ed703de0e93cb7f7751c52962366006d5c9a4ca1ce3fc12f780	WP_011836026.1 MULTISPECIES: 50S ribosomal protein L23 [Lactococcus]
GCF_903886475.1	Ribosomal_L27A	WP_002952138.1	unique_exact_sequence	1	2fbb0d999ef8a2045c4e250daf426087a33695bcf6b27558932724395c58c17f	WP_002952138.1 50S ribosomal protein L15 [Streptococcus thermophilus]
GCF_002970915.1	Ribosomal_L27A	WP_105452532.1	unique_exact_sequence	1	d9b9d237530c33de3e2e28c280f9db51d0692a00c5761178a2bc4259709933c2	WP_105452532.1 50S ribosomal protein L15 [Lactiplantibacillus koreensis]
GCF_000468955.1	Ribosomal_L27A	WP_011677151.1	unique_exact_sequence	1	c4b22032428ab3e52175b1a53c3ca3d0e0ec6a6a7f2662477f2cd06a8910719b	WP_011677151.1 MULTISPECIES: 50S ribosomal protein L15 [Lactococcus]
GCF_903886475.1	Ribosomal_L27	WP_002885483.1	unique_exact_sequence	1	4cea56b23b1b31cca576d341a540345aaef61b693f6d7783383bf2889241e456	WP_002885483.1 MULTISPECIES: 50S ribosomal protein L27 [Streptococcus]
GCF_002970915.1	Ribosomal_L27	WP_105448312.1	unique_exact_sequence	1	5a2bfe0b73ab6fbe4c491c351f4dce4fbcb7eaaf377e139b09e965eafb9376cb	WP_105448312.1 MULTISPECIES: 50S ribosomal protein L27 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_L27	WP_003130646.1	unique_exact_sequence	1	d40815c6f0cd6922119663c550ed1b4476bff498e2902e9751d036f1b58a7610	WP_003130646.1 MULTISPECIES: 50S ribosomal protein L27 [Lactococcus]
GCF_903886475.1	Ribosomal_L28	WP_002952184.1	unique_exact_sequence	1	b2564ea516bd8491eb2789c1408315209179b8c6c18ccbcbc9c7ca7ea9505fdb	WP_002952184.1 MULTISPECIES: 50S ribosomal protein L28 [Streptococcus]
GCF_002970915.1	Ribosomal_L28	WP_105448341.1	unique_exact_sequence	1	334055f0b7def5b5685014bba767a061ce4520c0465a97cd435e7012517891aa	WP_105448341.1 MULTISPECIES: 50S ribosomal protein L28 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_L28	WP_003129776.1	unique_exact_sequence	1	da1b01f0b0c823850d345c734d30e9e54bcdc96e57f4687eb4c0687018272661	WP_003129776.1 MULTISPECIES: 50S ribosomal protein L28 [Lactococcus]
GCF_903886475.1	Ribosomal_L29	WP_002952156.1	unique_exact_sequence	1	681bb046d18bfb60047d7732da15d3008946c373e896951845e1272eb2887c32	WP_002952156.1 MULTISPECIES: 50S ribosomal protein L29 [Streptococcus]
GCF_002970915.1	Ribosomal_L29	WP_003638068.1	unique_exact_sequence	1	a7355cfcf66f8f89189b2428a99c2077880a652ab6e927d0e5bcb3afb75fe29d	WP_003638068.1 MULTISPECIES: 50S ribosomal protein L29 [Bacteria]
GCF_000468955.1	Ribosomal_L29	WP_003129957.1	unique_exact_sequence	1	31bf9badf510946103d6487c0baf07fe7c802ae9298270c116a5fc31906c1d82	WP_003129957.1 MULTISPECIES: 50S ribosomal protein L29 [Lactococcus]
GCF_903886475.1	Ribosomal_L34	WP_002953513.1	unique_exact_sequence	1	a438c4838c1048b58caf30e876d08ce16220a0826513291cda67e73aecfb50ea	WP_002953513.1 MULTISPECIES: 50S ribosomal protein L34 [Streptococcus]
GCF_002970915.1	Ribosomal_L34	WP_105449466.1	unique_exact_sequence	1	5ed0f03e009f5a2837ea8c199337cb4b751f7a599849d44358cb8a4625c42e2a	WP_105449466.1 MULTISPECIES: 50S ribosomal protein L34 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_L34	WP_003131818.1	unique_exact_sequence	1	8996db3a5aec69130667d3adeba4ab8eddd3f0a1dba07faba16fd7600aef7b88	WP_003131818.1 MULTISPECIES: 50S ribosomal protein L34 [Lactococcus]
GCF_903886475.1	Ribosomal_L35p	WP_002950904.1	unique_exact_sequence	1	d7601eefa70afad7dc19521cbb091ce2e1cdd6b32dc8e5ad246efc6ed51f4a86	WP_002950904.1 MULTISPECIES: 50S ribosomal protein L35 [Streptococcus]
GCF_002970915.1	Ribosomal_L35p	WP_024623797.1	unique_exact_sequence	1	98a6a2df533c23143dd8792f1fdef20da502ef5620579a7806d820a5b9941b8a	WP_024623797.1 MULTISPECIES: 50S ribosomal protein L35 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_L35p	WP_011676854.1	unique_exact_sequence	1	7bf1797e4f4eff2f627356e4b1e4b77e7a88357ee2462f3080bdaf5c95628c14	WP_011676854.1 MULTISPECIES: 50S ribosomal protein L35 [Lactococcus]
GCF_903886475.1	Ribosomal_L36	WP_000868345.1	unique_exact_sequence	1	4047989df8a0e94bcb9163cca9bdf05a6d31432236fcf36e148cfbc46f38b960	WP_000868345.1 MULTISPECIES: 50S ribosomal protein L36 [Bacteria]
GCF_002970915.1	Ribosomal_L36	WP_003638083.1	unique_exact_sequence	1	92b72838104fb175a77065dff41ee0aa52fe6b798ee29d1e4bb6118c878fc3ba	WP_003638083.1 MULTISPECIES: 50S ribosomal protein L36 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_L36	WP_001808836.1	unique_exact_sequence	1	cf98b13bc08210850e287f0c847c1540703ad6f273f7726b1fa8c86fc2faf52a	WP_001808836.1 MULTISPECIES: 50S ribosomal protein L36 [Bacillati]
GCF_903886475.1	Ribosomal_L3	WP_002952166.1	unique_exact_sequence	1	7ad7a0705f60c120ffd6a3da6a0e33be69452398c3f03cb6290a0fd00e249811	WP_002952166.1 MULTISPECIES: 50S ribosomal protein L3 [Streptococcus]
GCF_002970915.1	Ribosomal_L3	WP_105448014.1	unique_exact_sequence	1	c55ec1d947843ecef1ca0f575a42e7abb4c956bc60db0e6a9d3db9474b35240c	WP_105448014.1 MULTISPECIES: 50S ribosomal protein L3 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_L3	WP_011836028.1	unique_exact_sequence	1	e0d7fd9a1093929890d48a0d892226395d919e0ad736b3fa31746f10837718e4	WP_011836028.1 MULTISPECIES: 50S ribosomal protein L3 [Lactococcus]
GCF_903886475.1	Ribosomal_L4	WP_002885795.1	unique_exact_sequence	1	3c9bfd365baea5695759ba20dba6da8af9effbc998df8ccf7b3f07800f01a714	WP_002885795.1 MULTISPECIES: 50S ribosomal protein L4 [Streptococcus]
GCF_002970915.1	Ribosomal_L4	WP_105448015.1	unique_exact_sequence	1	35756b4736d5fdaa44edd062b6ecdd869ab16d418da37500d3b5575d05ec67b0	WP_105448015.1 MULTISPECIES: 50S ribosomal protein L4 [Lactiplantibacillus]
GCF_000468955.1	Ribosomal_L4	WP_011677162.1	unique_exact_sequence	1	3aac5d03859044fd930c384202a379289d3a95dc68fb9fe28d352dfe56ca8170	WP_011677162.1 MULTISPECIES: 50S ribosomal protein L4 [Lactococcus]
